,O*NET-SOC Code,Title,Element Name,ability_score
2531,17-3027.00,Mechanical Engineering Technologists and Technicians,Time Sharing,0.06948825189125575
2533,17-3027.00,Mechanical Engineering Technologists and Technicians,Written Comprehension,0.7431902428411552
2534,17-3027.01,Automotive Engineering Technicians,Deductive Reasoning,0.4302002992012578
2538,17-3027.01,Automotive Engineering Technicians,Mathematical Reasoning,0.4715211744652451
2539,17-3027.01,Automotive Engineering Technicians,Memorization,0.015901816739521613
2540,17-3027.01,Automotive Engineering Technicians,Perceptual Speed,0.9299278593054658
2541,17-3027.01,Automotive Engineering Technicians,Problem Sensitivity,0.24503299023568087
2542,17-3027.01,Automotive Engineering Technicians,Selective Attention,0.8597625975164226
2544,17-3027.01,Automotive Engineering Technicians,Speed of Closure,0.40988434684958647
2545,17-3027.01,Automotive Engineering Technicians,Time Sharing,0.25420135185249865
2547,17-3027.01,Automotive Engineering Technicians,Written Comprehension,0.43207903656933705
2548,17-3029.01,Non-Destructive Testing Specialists,Deductive Reasoning,0.79714777588236
2552,17-3029.01,Non-Destructive Testing Specialists,Mathematical Reasoning,0.4715211744652451
2553,17-3029.01,Non-Destructive Testing Specialists,Memorization,0.803044559592313
2554,17-3029.01,Non-Destructive Testing Specialists,Perceptual Speed,0.7539294620274768
2555,17-3029.01,Non-Destructive Testing Specialists,Problem Sensitivity,1.1615597517111829
2556,17-3029.01,Non-Destructive Testing Specialists,Selective Attention,0.12592746916040956
2558,17-3029.01,Non-Destructive Testing Specialists,Speed of Closure,1.3824317898250176
2559,17-3029.01,Non-Destructive Testing Specialists,Time Sharing,0.8209224013519092
2561,17-3029.01,Non-Destructive Testing Specialists,Written Comprehension,0.32276969382518483
2562,17-3029.08,Photonics Technicians,Deductive Reasoning,-0.6858261643598863
2566,17-3029.08,Photonics Technicians,Mathematical Reasoning,0.3013189349719715
2567,17-3029.08,Photonics Technicians,Memorization,-0.2776240869941274
2568,17-3029.08,Photonics Technicians,Perceptual Speed,0.760698631153553
2569,17-3029.08,Photonics Technicians,Problem Sensitivity,-0.12516672415290103
2570,17-3029.08,Photonics Technicians,Selective Attention,-0.0937653759191448
2572,17-3029.08,Photonics Technicians,Speed of Closure,0.40988434684958647
2573,17-3029.08,Photonics Technicians,Time Sharing,-0.2637111862067713
2575,17-3029.08,Photonics Technicians,Written Comprehension,0.024271104023845885
2576,17-3031.00,Surveying and Mapping Technicians,Deductive Reasoning,-0.5789052616717723
2580,17-3031.00,Surveying and Mapping Technicians,Mathematical Reasoning,0.21100754258778562
2581,17-3031.00,Surveying and Mapping Technicians,Memorization,-0.12499061705262979
2582,17-3031.00,Surveying and Mapping Technicians,Perceptual Speed,-0.1958370368927962
2583,17-3031.00,Surveying and Mapping Technicians,Problem Sensitivity,-0.7977737456273082
2584,17-3031.00,Surveying and Mapping Technicians,Selective Attention,-0.9813244700405457
2586,17-3031.00,Surveying and Mapping Technicians,Speed of Closure,-0.44983856677834677
2587,17-3031.00,Surveying and Mapping Technicians,Time Sharing,-0.2637111862067713
2589,17-3031.00,Surveying and Mapping Technicians,Written Comprehension,-0.0713745708772874
2590,19-1011.00,Animal Scientists,Deductive Reasoning,1.1818099583342736
2594,19-1011.00,Animal Scientists,Mathematical Reasoning,0.950335581202983
2595,19-1011.00,Animal Scientists,Memorization,0.9877438845635367
2596,19-1011.00,Animal Scientists,Perceptual Speed,0.2790462125673403
2597,19-1011.00,Animal Scientists,Problem Sensitivity,1.1642182774877612
2598,19-1011.00,Animal Scientists,Selective Attention,0.12592746916040956
2600,19-1011.00,Animal Scientists,Speed of Closure,-0.3031666786265999
2601,19-1011.00,Animal Scientists,Time Sharing,0.25420135185249865
2603,19-1011.00,Animal Scientists,Written Comprehension,1.3738210663651107
2604,19-1012.00,Food Scientists and Technologists,Deductive Reasoning,1.1818099583342736
2608,19-1012.00,Food Scientists and Technologists,Mathematical Reasoning,1.1384843153367041
2609,19-1012.00,Food Scientists and Technologists,Memorization,0.8113816819000417
2610,19-1012.00,Food Scientists and Technologists,Perceptual Speed,0.7539294620274768
2611,19-1012.00,Food Scientists and Technologists,Problem Sensitivity,1.7092160616863916
2612,19-1012.00,Food Scientists and Technologists,Selective Attention,-0.0937653759191448
2614,19-1012.00,Food Scientists and Technologists,Speed of Closure,1.3824317898250176
2615,19-1012.00,Food Scientists and Technologists,Time Sharing,-0.10101614807296883
2617,19-1012.00,Food Scientists and Technologists,Written Comprehension,1.1636107918571257
2618,19-1013.00,Soil and Plant Scientists,Deductive Reasoning,1.687944408928897
2622,19-1013.00,Soil and Plant Scientists,Mathematical Reasoning,1.0249679124093594
2623,19-1013.00,Soil and Plant Scientists,Memorization,1.1724432095347606
2624,19-1013.00,Soil and Plant Scientists,Perceptual Speed,0.4352578077844902
2625,19-1013.00,Soil and Plant Scientists,Problem Sensitivity,1.0244861626707853
2626,19-1013.00,Soil and Plant Scientists,Selective Attention,-0.0937653759191448
2628,19-1013.00,Soil and Plant Scientists,Speed of Closure,1.0574971453042241
2629,19-1013.00,Soil and Plant Scientists,Time Sharing,0.44807960562861276
2631,19-1013.00,Soil and Plant Scientists,Written Comprehension,1.474721998128944
2632,19-1021.00,Biochemists and Biophysicists,Deductive Reasoning,1.8094166770716067
2636,19-1021.00,Biochemists and Biophysicists,Mathematical Reasoning,2.88368443258987
2637,19-1021.00,Biochemists and Biophysicists,Memorization,1.6981259036836285
2638,19-1021.00,Biochemists and Biophysicists,Perceptual Speed,0.7539294620274768
2639,19-1021.00,Biochemists and Biophysicists,Problem Sensitivity,1.2720480829857925
2640,19-1021.00,Biochemists and Biophysicists,Selective Attention,-0.0937653759191448
2642,19-1021.00,Biochemists and Biophysicists,Speed of Closure,1.3824317898250176
2643,19-1021.00,Biochemists and Biophysicists,Time Sharing,-1.2127655753206166
2645,19-1021.00,Biochemists and Biophysicists,Written Comprehension,1.8599323261648266
2646,19-1022.00,Microbiologists,Deductive Reasoning,1.8094166770716067
2650,19-1022.00,Microbiologists,Mathematical Reasoning,0.9960219533118633
2651,19-1022.00,Microbiologists,Memorization,0.8113816819000417
2652,19-1022.00,Microbiologists,Perceptual Speed,0.9299278593054658
2653,19-1022.00,Microbiologists,Problem Sensitivity,1.823532670079275
2654,19-1022.00,Microbiologists,Selective Attention,2.145881128086316
2656,19-1022.00,Microbiologists,Speed of Closure,0.8473727418474442
2657,19-1022.00,Microbiologists,Time Sharing,-0.4562336479984368
2659,19-1022.00,Microbiologists,Written Comprehension,1.6365839095000922
2660,19-1023.00,Zoologists and Wildlife Biologists,Deductive Reasoning,0.79714777588236
2664,19-1023.00,Zoologists and Wildlife Biologists,Mathematical Reasoning,0.4715211744652451
2665,19-1023.00,Zoologists and Wildlife Biologists,Memorization,-0.5662167822616644
2666,19-1023.00,Zoologists and Wildlife Biologists,Perceptual Speed,0.10981698441542742
2667,19-1023.00,Zoologists and Wildlife Biologists,Problem Sensitivity,0.3746361218438915
2668,19-1023.00,Zoologists and Wildlife Biologists,Selective Attention,0.8597625975164226
2670,19-1023.00,Zoologists and Wildlife Biologists,Speed of Closure,-0.04931148759472977
2671,19-1023.00,Zoologists and Wildlife Biologists,Time Sharing,1.2276599966864143
2673,19-1023.00,Zoologists and Wildlife Biologists,Written Comprehension,1.3738210663651107
2674,19-1029.01,Bioinformatics Scientists,Deductive Reasoning,1.556349451774295
2678,19-1029.01,Bioinformatics Scientists,Mathematical Reasoning,2.399900969540395
2679,19-1029.01,Bioinformatics Scientists,Memorization,2.0829161640403457
2680,19-1029.01,Bioinformatics Scientists,Perceptual Speed,1.268386315609291
2681,19-1029.01,Bioinformatics Scientists,Problem Sensitivity,1.4194367520393152
2682,19-1029.01,Bioinformatics Scientists,Selective Attention,1.880785095023653
2684,19-1029.01,Bioinformatics Scientists,Speed of Closure,1.5513978049758301
2685,19-1029.01,Bioinformatics Scientists,Time Sharing,0.25420135185249865
2687,19-1029.01,Bioinformatics Scientists,Written Comprehension,1.5293766695010196
2688,19-1029.02,Molecular and Cellular Biologists,Deductive Reasoning,1.8094166770716067
2692,19-1029.02,Molecular and Cellular Biologists,Mathematical Reasoning,2.512211290838678
2693,19-1029.02,Molecular and Cellular Biologists,Memorization,0.6350194792365467
2694,19-1029.02,Molecular and Cellular Biologists,Perceptual Speed,0.4352578077844902
2695,19-1029.02,Molecular and Cellular Biologists,Problem Sensitivity,1.4194367520393152
2696,19-1029.02,Molecular and Cellular Biologists,Selective Attention,0.8597625975164226
2698,19-1029.02,Molecular and Cellular Biologists,Speed of Closure,1.5584380556071142
2699,19-1029.02,Molecular and Cellular Biologists,Time Sharing,-0.10101614807296883
2701,19-1029.02,Molecular and Cellular Biologists,Written Comprehension,2.5110586514533106
2702,19-1029.03,Geneticists,Deductive Reasoning,1.556349451774295
2706,19-1029.03,Geneticists,Mathematical Reasoning,2.0442516187625004
2707,19-1029.03,Geneticists,Memorization,0.46699439888078076
2708,19-1029.03,Geneticists,Perceptual Speed,0.12908308115887573
2709,19-1029.03,Geneticists,Problem Sensitivity,1.5576800924214065
2710,19-1029.03,Geneticists,Selective Attention,-0.3134582209986992
2712,19-1029.03,Geneticists,Speed of Closure,0.7325625007834302
2713,19-1029.03,Geneticists,Time Sharing,-0.10101614807296883
2715,19-1029.03,Geneticists,Written Comprehension,2.281929452239607
2716,19-1029.04,Biologists,Deductive Reasoning,1.5397482417947914
2720,19-1029.04,Biologists,Mathematical Reasoning,2.2782314548005886
2721,19-1029.04,Biologists,Memorization,1.1505397639452246
2722,19-1029.04,Biologists,Perceptual Speed,0.4352578077844902
2723,19-1029.04,Biologists,Problem Sensitivity,0.7562940823295278
2724,19-1029.04,Biologists,Selective Attention,-0.0937653759191448
2726,19-1029.04,Biologists,Speed of Closure,1.0574971453042241
2727,19-1029.04,Biologists,Time Sharing,-0.49148423959409415
2729,19-1029.04,Biologists,Written Comprehension,1.6038751907866498
2730,19-1031.00,Conservation Scientists,Deductive Reasoning,0.4302002992012578
2734,19-1031.00,Conservation Scientists,Mathematical Reasoning,0.7465077858914525
2735,19-1031.00,Conservation Scientists,Memorization,0.6350194792365467
2736,19-1031.00,Conservation Scientists,Perceptual Speed,-0.05941224373648508
2737,19-1031.00,Conservation Scientists,Problem Sensitivity,0.11542985862747027
2738,19-1031.00,Conservation Scientists,Selective Attention,-0.752843911157809
2740,19-1031.00,Conservation Scientists,Speed of Closure,1.0010848806304753
2741,19-1031.00,Conservation Scientists,Time Sharing,0.25420135185249865
2743,19-1031.00,Conservation Scientists,Written Comprehension,0.9534005173491404
2744,19-1031.02,Range Managers,Deductive Reasoning,0.6579608019688389
2748,19-1031.02,Range Managers,Mathematical Reasoning,0.5583590517577315
2749,19-1031.02,Range Managers,Memorization,-0.6994134108466818
2750,19-1031.02,Range Managers,Perceptual Speed,-0.9120672009634295
2751,19-1031.02,Range Managers,Problem Sensitivity,0.7562940823295278
2752,19-1031.02,Range Managers,Selective Attention,-0.3134582209986992
2754,19-1031.02,Range Managers,Speed of Closure,-0.9282145712117378
2755,19-1031.02,Range Managers,Time Sharing,-0.9168775326346085
2757,19-1031.02,Range Managers,Written Comprehension,0.633880900097003
2758,19-1031.03,Park Naturalists,Deductive Reasoning,-0.1554984870268401
2762,19-1031.03,Park Naturalists,Mathematical Reasoning,-0.6766685364020764
2763,19-1031.03,Park Naturalists,Memorization,0.8113816819000417
2764,19-1031.03,Park Naturalists,Perceptual Speed,0.4352578077844902
2765,19-1031.03,Park Naturalists,Problem Sensitivity,-0.34848288938551053
2766,19-1031.03,Park Naturalists,Selective Attention,-0.0937653759191448
2768,19-1031.03,Park Naturalists,Speed of Closure,-0.027604048148271273
2769,19-1031.03,Park Naturalists,Time Sharing,1.0324259509258522
2771,19-1031.03,Park Naturalists,Written Comprehension,0.4173643173537784
2772,19-1032.00,Foresters,Deductive Reasoning,0.6756755077396502
2776,19-1032.00,Foresters,Mathematical Reasoning,0.5583590517577315
2777,19-1032.00,Foresters,Memorization,0.47222359985485884
2778,19-1032.00,Foresters,Perceptual Speed,-0.03337697786696023
2779,19-1032.00,Foresters,Problem Sensitivity,0.4942697817899326
2780,19-1032.00,Foresters,Selective Attention,-0.3134582209986992
2782,19-1032.00,Foresters,Speed of Closure,0.5635964856326175
2783,19-1032.00,Foresters,Time Sharing,1.0324259509258522
2785,19-1032.00,Foresters,Written Comprehension,0.529952940380255
2786,19-1041.00,Epidemiologists,Deductive Reasoning,1.9612570122499942
2790,19-1041.00,Epidemiologists,Mathematical Reasoning,1.7933866399175398
2791,19-1041.00,Epidemiologists,Memorization,1.1724432095347606
2792,19-1041.00,Epidemiologists,Perceptual Speed,0.4352578077844902
2793,19-1041.00,Epidemiologists,Problem Sensitivity,1.8733800283901254
2794,19-1041.00,Epidemiologists,Selective Attention,0.12592746916040956
2796,19-1041.00,Epidemiologists,Speed of Closure,1.5584380556071142
2797,19-1041.00,Epidemiologists,Time Sharing,0.07523680990531637
2799,19-1041.00,Epidemiologists,Written Comprehension,2.0034008385165265
2800,19-1042.00,"Medical Scientists, Except Epidemiologists",Deductive Reasoning,1.687944408928897
2804,19-1042.00,"Medical Scientists, Except Epidemiologists",Mathematical Reasoning,1.5618189671375755
2805,19-1042.00,"Medical Scientists, Except Epidemiologists",Memorization,1.5205303989036059
2806,19-1042.00,"Medical Scientists, Except Epidemiologists",Perceptual Speed,0.4352578077844902
2807,19-1042.00,"Medical Scientists, Except Epidemiologists",Problem Sensitivity,1.6640211234845537
2808,19-1042.00,"Medical Scientists, Except Epidemiologists",Selective Attention,0.35440802804314736
2810,19-1042.00,"Medical Scientists, Except Epidemiologists",Speed of Closure,1.2199644675646208
2811,19-1042.00,"Medical Scientists, Except Epidemiologists",Time Sharing,0.8450012669957117
2813,19-1042.00,"Medical Scientists, Except Epidemiologists",Written Comprehension,1.474721998128944
2814,19-2011.00,Astronomers,Deductive Reasoning,1.7005977701937627
2818,19-2011.00,Astronomers,Mathematical Reasoning,3.00911692201235
2819,19-2011.00,Astronomers,Memorization,0.803044559592313
2820,19-2011.00,Astronomers,Perceptual Speed,0.7539294620274768
2821,19-2011.00,Astronomers,Problem Sensitivity,0.35602644140784107
2822,19-2011.00,Astronomers,Selective Attention,1.633264489567355
2824,19-2011.00,Astronomers,Speed of Closure,0.25617220806655566
2825,19-2011.00,Astronomers,Time Sharing,0.06948825189125575
2827,19-2011.00,Astronomers,Written Comprehension,1.4999472310699022
2828,19-2012.00,Physicists,Deductive Reasoning,2.482575496362456
2832,19-2012.00,Physicists,Mathematical Reasoning,5.03774622209516
2833,19-2012.00,Physicists,Memorization,1.8828252286548521
2834,19-2012.00,Physicists,Perceptual Speed,0.760698631153553
