,O*NET-SOC Code,Title,Element Name,activity_score
12095,25-1125.00,"History Teachers, Postsecondary",Analyzing Data or Information,1.9388634805518656
12096,25-1125.00,"History Teachers, Postsecondary",Assisting and Caring for Others,-0.17536190373107818
12097,25-1125.00,"History Teachers, Postsecondary",Coaching and Developing Others,0.4824571035848714
12098,25-1125.00,"History Teachers, Postsecondary",Communicating with People Outside the Organization,0.4378662609860026
12099,25-1125.00,"History Teachers, Postsecondary","Communicating with Supervisors, Peers, or Subordinates",0.1675285255395948
12100,25-1125.00,"History Teachers, Postsecondary",Controlling Machines and Processes,-1.0869767697188983
12101,25-1125.00,"History Teachers, Postsecondary",Coordinating the Work and Activities of Others,-0.4394021767929833
12102,25-1125.00,"History Teachers, Postsecondary",Developing Objectives and Strategies,0.5602004301638654
12103,25-1125.00,"History Teachers, Postsecondary",Developing and Building Teams,-0.9398367595367713
12104,25-1125.00,"History Teachers, Postsecondary",Documenting/Recording Information,0.9624239298245799
12105,25-1125.00,"History Teachers, Postsecondary","Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",-0.9715720531894608
12106,25-1125.00,"History Teachers, Postsecondary",Establishing and Maintaining Interpersonal Relationships,0.6885768798762371
12107,25-1125.00,"History Teachers, Postsecondary","Estimating the Quantifiable Characteristics of Products, Events, or Information",-1.1672755630284084
12108,25-1125.00,"History Teachers, Postsecondary",Evaluating Information to Determine Compliance with Standards,-1.228503672194892
12109,25-1125.00,"History Teachers, Postsecondary",Getting Information,2.203139213482953
12110,25-1125.00,"History Teachers, Postsecondary","Guiding, Directing, and Motivating Subordinates",-0.4353094889641102
12111,25-1125.00,"History Teachers, Postsecondary",Handling and Moving Objects,-1.2681221425658935
12112,25-1125.00,"History Teachers, Postsecondary","Identifying Objects, Actions, and Events",2.4182295964718836
12113,25-1125.00,"History Teachers, Postsecondary","Inspecting Equipment, Structures, or Materials",-1.1314508028542622
12114,25-1125.00,"History Teachers, Postsecondary",Interpreting the Meaning of Information for Others,2.3056127385582843
12115,25-1125.00,"History Teachers, Postsecondary","Judging the Qualities of Objects, Services, or People",1.3848850073860306
12116,25-1125.00,"History Teachers, Postsecondary",Making Decisions and Solving Problems,-0.3278007595188644
12117,25-1125.00,"History Teachers, Postsecondary","Monitoring Processes, Materials, or Surroundings",-0.38783346824426534
12118,25-1125.00,"History Teachers, Postsecondary",Monitoring and Controlling Resources,-0.44176291211843066
12119,25-1125.00,"History Teachers, Postsecondary","Operating Vehicles, Mechanized Devices, or Equipment",-1.001750686468623
12120,25-1125.00,"History Teachers, Postsecondary","Organizing, Planning, and Prioritizing Work",0.4745876102100638
12121,25-1125.00,"History Teachers, Postsecondary",Performing Administrative Activities,0.4570919864943453
12122,25-1125.00,"History Teachers, Postsecondary",Performing General Physical Activities,-1.3205785078901922
12123,25-1125.00,"History Teachers, Postsecondary",Performing for or Working Directly with the Public,-0.24581427372924441
12124,25-1125.00,"History Teachers, Postsecondary",Processing Information,1.4411037306193686
12125,25-1125.00,"History Teachers, Postsecondary",Providing Consultation and Advice to Others,0.3630773373038974
12126,25-1125.00,"History Teachers, Postsecondary",Repairing and Maintaining Electronic Equipment,-0.9506654888852668
12127,25-1125.00,"History Teachers, Postsecondary",Repairing and Maintaining Mechanical Equipment,-0.9948120035166057
12128,25-1125.00,"History Teachers, Postsecondary",Resolving Conflicts and Negotiating with Others,-0.46055268944156347
12129,25-1125.00,"History Teachers, Postsecondary",Scheduling Work and Activities,0.37557624052061145
12130,25-1125.00,"History Teachers, Postsecondary",Selling or Influencing Others,-0.05563674761694888
12131,25-1125.00,"History Teachers, Postsecondary",Staffing Organizational Units,-0.40232274823082675
12132,25-1125.00,"History Teachers, Postsecondary",Thinking Creatively,2.1169094523033696
12133,25-1125.00,"History Teachers, Postsecondary",Training and Teaching Others,2.682570358330305
12134,25-1125.00,"History Teachers, Postsecondary",Updating and Using Relevant Knowledge,1.6822791048591954
12135,25-1125.00,"History Teachers, Postsecondary",Working with Computers,0.04845488200663651
12136,25-1126.00,"Philosophy and Religion Teachers, Postsecondary",Analyzing Data or Information,0.08265852231820377
12137,25-1126.00,"Philosophy and Religion Teachers, Postsecondary",Assisting and Caring for Others,0.28161612782934964
12138,25-1126.00,"Philosophy and Religion Teachers, Postsecondary",Coaching and Developing Others,1.2407130650427298
12139,25-1126.00,"Philosophy and Religion Teachers, Postsecondary",Communicating with People Outside the Organization,-0.05004017473694712
12140,25-1126.00,"Philosophy and Religion Teachers, Postsecondary","Communicating with Supervisors, Peers, or Subordinates",0.04700560513421251
12141,25-1126.00,"Philosophy and Religion Teachers, Postsecondary",Controlling Machines and Processes,-1.070961510697739
12142,25-1126.00,"Philosophy and Religion Teachers, Postsecondary",Coordinating the Work and Activities of Others,0.2424708072155413
12143,25-1126.00,"Philosophy and Religion Teachers, Postsecondary",Developing Objectives and Strategies,0.7069974470103921
12144,25-1126.00,"Philosophy and Religion Teachers, Postsecondary",Developing and Building Teams,-0.14913577613479415
12145,25-1126.00,"Philosophy and Religion Teachers, Postsecondary",Documenting/Recording Information,-0.16815472830350223
12146,25-1126.00,"Philosophy and Religion Teachers, Postsecondary","Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",-0.969493876169506
12147,25-1126.00,"Philosophy and Religion Teachers, Postsecondary",Establishing and Maintaining Interpersonal Relationships,0.374266139895827
12148,25-1126.00,"Philosophy and Religion Teachers, Postsecondary","Estimating the Quantifiable Characteristics of Products, Events, or Information",-1.5344784504364752
12149,25-1126.00,"Philosophy and Religion Teachers, Postsecondary",Evaluating Information to Determine Compliance with Standards,-0.45963176346261203
12150,25-1126.00,"Philosophy and Religion Teachers, Postsecondary",Getting Information,1.4851400910829253
12151,25-1126.00,"Philosophy and Religion Teachers, Postsecondary","Guiding, Directing, and Motivating Subordinates",0.32601716811708525
12152,25-1126.00,"Philosophy and Religion Teachers, Postsecondary",Handling and Moving Objects,-1.3513735024445124
12153,25-1126.00,"Philosophy and Religion Teachers, Postsecondary","Identifying Objects, Actions, and Events",0.2518920331307569
12154,25-1126.00,"Philosophy and Religion Teachers, Postsecondary","Inspecting Equipment, Structures, or Materials",-1.6721826185570463
12155,25-1126.00,"Philosophy and Religion Teachers, Postsecondary",Interpreting the Meaning of Information for Others,2.5099391806848512
12156,25-1126.00,"Philosophy and Religion Teachers, Postsecondary","Judging the Qualities of Objects, Services, or People",1.2238839391007619
12157,25-1126.00,"Philosophy and Religion Teachers, Postsecondary",Making Decisions and Solving Problems,0.6927036838526848
12158,25-1126.00,"Philosophy and Religion Teachers, Postsecondary","Monitoring Processes, Materials, or Surroundings",-1.1377470667588356
12159,25-1126.00,"Philosophy and Religion Teachers, Postsecondary",Monitoring and Controlling Resources,-0.6357517254682912
12160,25-1126.00,"Philosophy and Religion Teachers, Postsecondary","Operating Vehicles, Mechanized Devices, or Equipment",-0.946174421570724
12161,25-1126.00,"Philosophy and Religion Teachers, Postsecondary","Organizing, Planning, and Prioritizing Work",0.7729995346715881
12162,25-1126.00,"Philosophy and Religion Teachers, Postsecondary",Performing Administrative Activities,0.4830785515116368
12163,25-1126.00,"Philosophy and Religion Teachers, Postsecondary",Performing General Physical Activities,-1.313539136338827
12164,25-1126.00,"Philosophy and Religion Teachers, Postsecondary",Performing for or Working Directly with the Public,0.3101389460061826
12165,25-1126.00,"Philosophy and Religion Teachers, Postsecondary",Processing Information,-0.13947039841406716
12166,25-1126.00,"Philosophy and Religion Teachers, Postsecondary",Providing Consultation and Advice to Others,0.23838108365294614
12167,25-1126.00,"Philosophy and Religion Teachers, Postsecondary",Repairing and Maintaining Electronic Equipment,-0.9631412721691226
12168,25-1126.00,"Philosophy and Religion Teachers, Postsecondary",Repairing and Maintaining Mechanical Equipment,-0.9931155629747707
12169,25-1126.00,"Philosophy and Religion Teachers, Postsecondary",Resolving Conflicts and Negotiating with Others,0.6090816259565544
12170,25-1126.00,"Philosophy and Religion Teachers, Postsecondary",Scheduling Work and Activities,0.9540593517483298
12171,25-1126.00,"Philosophy and Religion Teachers, Postsecondary",Selling or Influencing Others,0.5398422215717049
12172,25-1126.00,"Philosophy and Religion Teachers, Postsecondary",Staffing Organizational Units,-0.254393390567672
12173,25-1126.00,"Philosophy and Religion Teachers, Postsecondary",Thinking Creatively,1.3661543224526045
12174,25-1126.00,"Philosophy and Religion Teachers, Postsecondary",Training and Teaching Others,3.0349670281701506
12175,25-1126.00,"Philosophy and Religion Teachers, Postsecondary",Updating and Using Relevant Knowledge,0.6005454370213755
12176,25-1126.00,"Philosophy and Religion Teachers, Postsecondary",Working with Computers,0.20431155234539858
12177,25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",Analyzing Data or Information,-0.052852988390922666
12178,25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",Assisting and Caring for Others,-0.15802251891208813
12179,25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",Coaching and Developing Others,1.766656982656832
12180,25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",Communicating with People Outside the Organization,0.39709158410107687
12181,25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary","Communicating with Supervisors, Peers, or Subordinates",0.3708048596036014
12182,25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",Controlling Machines and Processes,-0.8927083412799396
12183,25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",Coordinating the Work and Activities of Others,0.3690771770835428
12184,25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",Developing Objectives and Strategies,1.0064411940425466
12185,25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",Developing and Building Teams,-0.03415718549163901
12186,25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",Documenting/Recording Information,-0.49050271889856323
12187,25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary","Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",-0.548303345144428
12188,25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",Establishing and Maintaining Interpersonal Relationships,0.5755990072801095
12189,25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary","Estimating the Quantifiable Characteristics of Products, Events, or Information",-0.6400253644967603
12190,25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",Evaluating Information to Determine Compliance with Standards,-0.05018899891362615
12191,25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",Getting Information,0.24013649622813638
12192,25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary","Guiding, Directing, and Motivating Subordinates",-0.06967708695160152
12193,25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",Handling and Moving Objects,-0.631614197939053
12194,25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary","Identifying Objects, Actions, and Events",0.6402511276051265
12195,25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary","Inspecting Equipment, Structures, or Materials",-0.9131102346420052
12196,25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",Interpreting the Meaning of Information for Others,0.47937818819291317
12197,25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary","Judging the Qualities of Objects, Services, or People",0.41626233031477794
